search URL:,https://patents.google.com/?assignee=Dell&oq=assignee:%28Dell%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-10282220-B2,Dynamic allocation of queue depths for virtual functions in a converged infrastructure ,"Dell Products, L.P.","Krishnaprasad Koladi, Chandrashekar Nelogal, Karan Singh Gandhi, Kiran Kumar Devarapalli",2015-11-05,2015-11-05,2019-05-07,2019-05-07,https://patents.google.com/patent/US10282220B2/en,https://patentimages.storage.googleapis.com/29/48/75/ad92fb77fb1d11/US10282220-20190507-D00000.png
US-10110877-B2,Method and apparatus for depth algorithm adjustment to images based on predictive analytics and sensor feedback in an information handling system ,"Dell Products, Lp","Timothy C. Shaw, Christopher A. Torres, Deeder M. Aurongzeb, Roman Joel Pacheco, Maxwell Andrews",2015-10-12,2015-10-12,2018-10-23,2018-10-23,https://patents.google.com/patent/US10110877B2/en,https://patentimages.storage.googleapis.com/5d/84/55/321ee575fd366d/US10110877-20181023-D00000.png
US-10467015-B2,Method for out of band device configuration deployment and system therefor ,"Dell Products, Lp","Sundar Dasar, Yogesh P. Kulkarni, William C. Munger, Mukund P. Khatri",2015-09-08,2015-09-08,2019-11-05,2019-11-05,https://patents.google.com/patent/US10467015B2/en,https://patentimages.storage.googleapis.com/5e/fd/27/b0c096b8f25b7b/US10467015-20191105-D00000.png
US-9329654-B2,System and method for one-line power mapping of information handling systems in a datacenter ,"Dell Products, Lp","James M. Hutten, George G. Richards, III",2012-10-19,2012-10-19,2016-05-03,2016-05-03,https://patents.google.com/patent/US9329654B2/en,https://patentimages.storage.googleapis.com/64/a7/1d/857b470843d7de/US09329654-20160503-D00000.png
US-9887555-B2,Articulating receiver for wireless power delivery system ,"Dell Products, Lp","Andrew T. Sultenfuss, Sinem Kockan",2015-09-01,2015-09-01,2018-02-06,2018-02-06,https://patents.google.com/patent/US9887555B2/en,https://patentimages.storage.googleapis.com/bd/d9/61/bd42c9da0a1f84/US09887555-20180206-D00000.png
US-9954387-B2,Wireless charging pad with interdependent temperature control and method therefor ,"Dell Products, Lp","Andrew T. Sultenfuss, Travis C. North",2015-09-01,2015-09-01,2018-04-24,2018-04-24,https://patents.google.com/patent/US9954387B2/en,https://patentimages.storage.googleapis.com/3f/9d/a0/0265202f7c7c35/US09954387-20180424-D00000.png
US-9971389-B2,Per-phase current calibration method for a multi-phase voltage regulator ,"Dell Products, L.P.","Feng-Yu Wu, Tsai-Fu Hung, Shin-Chen Wang, Shiguo Luo, Kejiu Zhang",2015-08-31,2015-08-31,2018-05-15,2018-05-15,https://patents.google.com/patent/US9971389B2/en,https://patentimages.storage.googleapis.com/f5/ab/83/5739224e7850a0/US09971389-20180515-D00000.png
US-9659171-B2,Systems and methods for detecting tampering of an information handling system ,Dell Producrs L.P.,"Lisa B. Treweek, Christopher C. Dumas, Alaric J. N. Silveira",2015-08-21,2015-08-21,2017-05-23,2017-05-23,https://patents.google.com/patent/US9659171B2/en,https://patentimages.storage.googleapis.com/35/b2/0f/e356ea45c0e46c/US09659171-20170523-D00000.png
US-10158735-B2,"Read-ahead on signed connections with unsigning, inline, transparent proxies ",Sonicwall Inc.,Samuel Liddicott,2015-08-07,2015-08-07,2018-12-18,2018-12-18,https://patents.google.com/patent/US10158735B2/en,https://patentimages.storage.googleapis.com/5d/c3/c1/e407db17c6ba4f/US10158735-20181218-D00000.png
US-10412369-B2,Method and apparatus for compensating for camera error in a multi-camera stereo camera system ,"Dell Products, Lp","Deeder M. Aurongzeb, Maxwell Andrews",2015-07-31,2015-07-31,2019-09-10,2019-09-10,https://patents.google.com/patent/US10412369B2/en,https://patentimages.storage.googleapis.com/e3/c8/da/5f716c6316d4cc/US10412369-20190910-D00000.png
US-9377961-B2,System and method for calculating data compression ratio without writing data to media ,"Dell Products, Lp","Ashley R. McCarty, Elizabeth A. McTeer",2013-07-30,2015-07-27,2016-06-28,2016-06-28,https://patents.google.com/patent/US9377961B2/en,https://patentimages.storage.googleapis.com/4f/df/44/7e5347b876cc49/US09377961-20160628-D00000.png
US-9507820-B1,Data modeling system for runtime schema extensibility ,Dell Software Inc.,"Peter Douglas Hannah, Rodney Owen Willis, II Jose Roberto Antonio Duenas",2012-10-23,2012-10-23,2016-11-29,2016-11-29,https://patents.google.com/patent/US9507820B1/en,https://patentimages.storage.googleapis.com/8d/b0/13/257223861f602a/US09507820-20161129-D00000.png
US-9268479-B2,Motion sensor-enhanced touch screen ,"Dell Products, Lp","Roy W. Stedman, Charles D. Hood, III",2011-01-21,2011-01-21,2016-02-23,2016-02-23,https://patents.google.com/patent/US9268479B2/en,https://patentimages.storage.googleapis.com/5a/31/11/1500225a8965b6/US09268479-20160223-D00000.png
US-9452570-B2,Information handling system ceramic chassis ,Dell Products L.P.,"Nicholas D. Abbatiello, Deeder M. Aurongzeb",2012-11-07,2012-11-07,2016-09-27,2016-09-27,https://patents.google.com/patent/US9452570B2/en,https://patentimages.storage.googleapis.com/c2/f2/d5/d9ae4863d62bc9/US09452570-20160927-D00000.png
US-9344383-B2,Event driven network system ,Dell Products L.P.,"Cuong Nguyen, Rabah S. Hamdi, Saikrishna M. Kotha",2012-11-07,2012-11-07,2016-05-17,2016-05-17,https://patents.google.com/patent/US9344383B2/en,https://patentimages.storage.googleapis.com/18/f5/7a/8c052469f94fa5/US09344383-20160517-D00000.png
US-8725997-B2,Self-provisioning of configuration for a specific-purpose client having a windows-based embedded image with a write-filter ,Wyse Technology L.L.C.,"Sanmati Bahubali Tukol, Mohan Prabhala",2011-01-27,2011-02-25,2014-05-13,2014-05-13,https://patents.google.com/patent/US8725997B2/en,https://patentimages.storage.googleapis.com/8f/f9/2e/e35efd7629fe80/US08725997-20140513-D00000.png
US-2012166725-A1,Virtual disk drive system and method with deduplication ,"Soran Philip E, Guider John P, Aszmann Lawrence E, Klemm Michael J","Philip E. Soran, John P. Guider, Lawrence E. Aszmann, Michael J. Klemm",2003-08-14,2011-08-12,2012-06-28,,https://patents.google.com/patent/US20120166725A1/en,https://patentimages.storage.googleapis.com/3a/1c/7a/8040b39d998775/US20120166725A1-20120628-D00000.png
US-10380041-B2,Fabric independent PCIe cluster manager ,"Dell Products, Lp","Shyamkumar Iyer, Matthew L. Domsch",2012-08-23,2015-07-14,2019-08-13,2019-08-13,https://patents.google.com/patent/US10380041B2/en,https://patentimages.storage.googleapis.com/6d/b5/b1/6f7a2a8a45b7a9/US10380041-20190813-D00000.png
US-9961157-B2,Adaptive compression management for web services ,Dell Products L.P.,"Chitrak Gupta, Abhirup Seal, Lucky Pratap Khemani",2014-11-11,2014-11-11,2018-05-01,2018-05-01,https://patents.google.com/patent/US9961157B2/en,https://patentimages.storage.googleapis.com/59/f5/1a/6b972112ebb1bd/US09961157-20180501-D00000.png
US-2014146069-A1,Information handling system display viewing angle compensation ,Dell Products L.P.,"Ben Jin Tan, Tze Fung Chung",2012-11-29,2012-11-29,2014-05-29,,https://patents.google.com/patent/US20140146069A1/en,https://patentimages.storage.googleapis.com/ff/1b/a9/e892f8370c1c86/US20140146069A1-20140529-D00000.png
US-8643674-B2,Rendering changed portions of composited images ,Dell Products L.P.,"Arthur Anthonie Van Hoff, Geoffrey W Chatterton",2006-04-07,2013-07-16,2014-02-04,2014-02-04,https://patents.google.com/patent/US8643674B2/en,https://patentimages.storage.googleapis.com/c9/1f/8b/e8d02098e40fca/US08643674-20140204-D00000.png
US-9053305-B2,System and method for generating one-time password for information handling resource ,Dell Products L.P.,"Anand Joshi, Ricardo L. Martinez",2012-12-10,2012-12-10,2015-06-09,2015-06-09,https://patents.google.com/patent/US9053305B2/en,https://patentimages.storage.googleapis.com/47/35/fa/0811b324f0b384/US09053305-20150609-D00000.png
US-9917882-B2,Transparent deferred spooling store and forward based on standard network system and client interface ,Sonicwall Inc.,"Samuel Liddicott, Shane Ohanlon",2014-11-30,2014-11-30,2018-03-13,2018-03-13,https://patents.google.com/patent/US9917882B2/en,https://patentimages.storage.googleapis.com/fe/dc/30/438252a6a1e0dd/US09917882-20180313-D00000.png
US-9672216-B2,Managing deduplication in a data storage system using a bloomier filter data dictionary ,Dell International L.L.C.,Ryan W. Brosch,2014-12-09,2014-12-09,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672216B2/en,https://patentimages.storage.googleapis.com/fb/96/25/f39c6a75506511/US09672216-20170606-D00000.png
US-9261942-B2,Reducing power consumption of a redundant power system utilizing sleep power consumption considerations for power supply units within the redundant power system ,"Dell Products, L.P.","John J. Breen, Mark A. Muccini, Wayne Kenneth Cook",2012-12-21,2012-12-21,2016-02-16,2016-02-16,https://patents.google.com/patent/US9261942B2/en,https://patentimages.storage.googleapis.com/77/64/fe/d9353a9851a56a/US09261942-20160216-D00000.png
US-9467052-B2,Adaptive control scheme of voltage regulator for light and sinking load operation ,"Dell Products, L.P.","Kejiu Zhang, Shiguo Luo, Lisa Li",2014-12-23,2014-12-23,2016-10-11,2016-10-11,https://patents.google.com/patent/US9467052B2/en,https://patentimages.storage.googleapis.com/a1/b9/d5/20e31daec1c9c7/US09467052-20161011-D00000.png
US-9886483-B1,System for providing structured query language access to non-relational data stores ,Quest Software Inc.,"Guy Anthony Harrison, Gregory John Cottman, Timothy Harold Jarvis, Kieron Spencer Briggs, Ben Kersten, Johny Mattsson",2010-04-29,2011-04-29,2018-02-06,2018-02-06,https://patents.google.com/patent/US9886483B1/en,https://patentimages.storage.googleapis.com/0a/e7/65/23cd9594a60261/US09886483-20180206-D00000.png
US-9537872-B2,Secure neighbor discovery (SEND) using pre-shared key ,Dell Software Inc.,"Yun Feng Liu, Zhong Chen, Eric Xiang, Yanjun YANG",2014-12-31,2014-12-31,2017-01-03,2017-01-03,https://patents.google.com/patent/US9537872B2/en,https://patentimages.storage.googleapis.com/c3/94/cb/6efa03efe10700/US09537872-20170103-D00000.png
US-8942654-B2,System and method for controlling antenna tuning using an auxiliary channel of an embedded display port interface ,"Dell Products, Lp","Joel Adams, David Douglas, Eugen Munteanu",2010-10-26,2013-01-04,2015-01-27,2015-01-27,https://patents.google.com/patent/US8942654B2/en,https://patentimages.storage.googleapis.com/b7/7f/6d/d92c4acb87156a/US08942654-20150127-D00000.png
US-9510485-B2,"Expandable, modular information technology facility with modularly expandable cooling ","Dell Products, L.P.","Ty Schmitt, Mark Bailey",2015-01-06,2015-01-06,2016-11-29,2016-11-29,https://patents.google.com/patent/US9510485B2/en,https://patentimages.storage.googleapis.com/8d/48/ff/419eb80a534730/US09510485-20161129-D00000.png
US-9378101-B2,Automatic failure recovery using snapshots and replicas ,"Dell Products, Lp","Damon Hsu-Hung, Kannan Sasi",2013-03-12,2015-06-30,2016-06-28,2016-06-28,https://patents.google.com/patent/US9378101B2/en,https://patentimages.storage.googleapis.com/d2/1b/bd/bfae896af8ecc6/US09378101-20160628-D00000.png
US-9229731-B2,System and method for facilitating booting using a plurality of boot methods ,Dell Products L.P.,"Matthew L. Domsch, Charles Terrence Perusse, JR., Jon Robert Hass",2011-05-06,2011-05-06,2016-01-05,2016-01-05,https://patents.google.com/patent/US9229731B2/en,https://patentimages.storage.googleapis.com/5e/3e/6b/82adebc854076e/US09229731-20160105-D00000.png
US-9665452-B2,Systems and methods for smart diagnoses and triage of failures with identity continuity ,"Dell Products, L.P.","Todd Erick Swierk, Carlton A. Andrews, Yuan-Chang Lo, Philip M. Seibert",2015-06-17,2015-06-17,2017-05-30,2017-05-30,https://patents.google.com/patent/US9665452B2/en,https://patentimages.storage.googleapis.com/0e/ea/f9/58fc730ab290fd/US09665452-20170530-D00000.png
US-2012209786-A1,Social Net Advocacy Business Applications ,"Shesha Shah, Rajiv Narang","Shesha Shah, Rajiv Narang",2011-02-15,2011-02-15,2012-08-16,,https://patents.google.com/patent/US20120209786A1/en,https://patentimages.storage.googleapis.com/9e/4a/ae/87ce158d0dd218/US20120209786A1-20120816-D00000.png
US-9600378-B2,Efficient mechanism to replicate data for multiple controllers ,"Dell Products, Lp","Chandrashekar Nelogal, James P. Giannoules",2015-01-29,2015-01-29,2017-03-21,2017-03-21,https://patents.google.com/patent/US9600378B2/en,https://patentimages.storage.googleapis.com/f4/ef/fb/93922f96e90fa6/US09600378-20170321-D00000.png
US-10313291-B2,Method for determining predictive response time across enterprise communication systems ,Quest Software Inc.,"Michel Albert Brisebois, Curtis T. Johnstone, Andrew J. Leach, Catherine Helbig Dibble",2015-05-21,2015-05-21,2019-06-04,2019-06-04,https://patents.google.com/patent/US10313291B2/en,https://patentimages.storage.googleapis.com/20/4f/87/37f6e9940f24e2/US10313291-20190604-D00000.png
US-2014198084-A1,Method and system for display brightness and color optimization ,"Stefan Peana, Thomas P. Lanzoni","Stefan Peana, Thomas P. Lanzoni",2013-01-16,2013-01-16,2014-07-17,,https://patents.google.com/patent/US20140198084A1/en,https://patentimages.storage.googleapis.com/95/81/2a/c55d5271e72f35/US20140198084A1-20140717-D00000.png
US-9148337-B2,System and method for rapid peer node failure detection ,Dell Products L.P.,"Vinay SAWAL, Mukesh Moopath Velayudhan, Vivek Dharmadhikari",2013-01-25,2013-01-25,2015-09-29,2015-09-29,https://patents.google.com/patent/US9148337B2/en,https://patentimages.storage.googleapis.com/c4/68/46/cc68f7e5a5e992/US09148337-20150929-D00000.png
US-8650435-B2,Enhanced storage device replacement system and method ,Dell Products L.P.,"Murty K. Vishnu, Syam Sreedhar M. Deepu, A. S. Nagendra, Agarwal Sandeep, Kumar Vaibhav",2011-06-08,2011-06-08,2014-02-11,2014-02-11,https://patents.google.com/patent/US8650435B2/en,https://patentimages.storage.googleapis.com/65/f2/d7/7607986c476679/US08650435-20140211-D00000.png
US-9767067-B2,Baseboard management systems and methods with distributed intelligence for multi-node platforms ,"Dell Products, L.P.","Balaji Bapu Gururaja Rao, Elie Antoun Jreij, Timothy M. Lambert, John R. Stuewe, Shekar Babu Suryanarayana, Paul W. Vancil",2015-02-19,2015-02-19,2017-09-19,2017-09-19,https://patents.google.com/patent/US9767067B2/en,https://patentimages.storage.googleapis.com/9d/7d/c6/106df8b4fdc750/US09767067-20170919-D00000.png
US-9535866-B2,Asymmetric storage device wide link ,Dell Products L.P.,"Kevin Marks, Gary B. Kotzur",2011-06-15,2011-06-15,2017-01-03,2017-01-03,https://patents.google.com/patent/US9535866B2/en,https://patentimages.storage.googleapis.com/23/58/76/bf9f4f07c2dff5/US09535866-20170103-D00000.png
US-9405839-B2,Requesting web pages and content rating information ,Dell Software Inc.,"John E. Gmuender, Alex M. Dubrovsky, Nikolay V. Popov, Alexander SHOR, Roman Yanovsky, Shunhui Zhu, Boris Yanovsky",2004-05-24,2015-03-04,2016-08-02,2016-08-02,https://patents.google.com/patent/US9405839B2/en,https://patentimages.storage.googleapis.com/81/e1/c7/e40793533ad0e6/US09405839-20160802-D00000.png
US-9672090-B2,System and method for error handling based on a boot profile ,"Dell Products, Lp","Anand P. Joshi, Dirie N. Herzi",2015-03-25,2015-03-25,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672090B2/en,https://patentimages.storage.googleapis.com/5c/d5/fe/9fd9c798bf4850/US09672090-20170606-D00000.png
US-10108236-B2,System and method for adjusting cooling fan control settings based on identification of a module ,"Dell Products, Lp","Chris E. Peterson, Dominick A. Lovicott, Corey D. Hartman",2015-05-21,2015-05-21,2018-10-23,2018-10-23,https://patents.google.com/patent/US10108236B2/en,https://patentimages.storage.googleapis.com/6d/0d/ec/a1ba4c1d4e4153/US10108236-20181023-D00000.png
US-2011096744-A1,System and Method for Managing Information Handling System Wireless Network Provisioning ,"Mehta Pratik M, Michael Ryan, Roger Cameron","Pratik M. Mehta, Michael Ryan, Roger Cameron",2006-01-24,2011-01-07,2011-04-28,,https://patents.google.com/patent/US20110096744A1/en,https://patentimages.storage.googleapis.com/00/f9/57/182ca71151b487/US20110096744A1-20110428-D00000.png
US-9077133-B2,Multi-position duckhead adapter plugs and associated moveable plug assemblies ,Dell Products Lp,Donald L. Wallace,2013-02-20,2013-02-20,2015-07-07,2015-07-07,https://patents.google.com/patent/US9077133B2/en,https://patentimages.storage.googleapis.com/f3/31/b6/a0701114eb1101/US09077133-20150707-D00000.png
US-2010238123-A1,Input Device Gesture To Generate Full Screen Change ,"Ozias Orin M, Hans Eilers, Walline Erin K","Orin M. Ozias, Hans Eilers, Erin K. Walline",2009-03-17,2009-03-17,2010-09-23,,https://patents.google.com/patent/US20100238123A1/en,https://patentimages.storage.googleapis.com/US20100238123A1/US20100238123A1-20100923-D00000.png
US-2014019573-A1,Source reference replication in a data storage subsystem ,Compellent Technologies,Jeremy Dean Swift,2012-07-16,2012-07-16,2014-01-16,,https://patents.google.com/patent/US20140019573A1/en,https://patentimages.storage.googleapis.com/50/b0/7f/40c77ad13f1fd0/US20140019573A1-20140116-D00000.png
